primary_id,sub_id,Name,Description
1,4,Maintain Detailed Asset Inventory,"Maintain an accurate and up-to-date inventory of all technology assets with the potential to store or process information. This inventory shall include all assets, whether connected to the organization's network or not."
1,6,Address Unauthorized Assets,"Ensure that unauthorized assets are either removed from the network, quarantined or the inventory is updated in a timely manner."
2,1,Maintain Inventory of Authorized Software,Maintain an up-to-date list of all authorized software that is required in the enterprise for any business purpose on any business system.
2,2,Ensure Software is Supported by Vendor,Ensure that only software applications or operating systems currently supported and receiving vendor updates are added to the organization's authorized software inventory. Unsupported software should be tagged as unsupported in the inventory system.
2,6,Address Unapproved Software,Ensure that unauthorized software is either removed or the inventory is updated in a timely manner.
3,4,Deploy Automated Operating System Patch Management Tools,Deploy automated software update tools in order to ensure that the operating systems are running the most recent security updates provided by the software vendor.
3,5,Deploy Automated Software Patch Management Tools,Deploy automated software update tools in order to ensure that third-party software on all systems is running the most recent security updates provided by the software vendor.
4,2,Change Default Passwords,"Before deploying any new asset, ensure to change all default passwords to have values consistent with administrative level accounts."
4,3,Ensure the Use of Dedicated Administrative Accounts,"Ensure that all users with administrative account access use a dedicated or secondary account for elevated activities. This account should only be used for administrative activities and not internet browsing, email, or similar activities."
5,1,Establish Secure Configurations,Maintain documented security configuration standards for all authorized operating systems and software.
6,2,Activate Audit Logging,Ensure that local logging has been enabled on all systems and networking devices.
7,1,Ensure Use of Only Fully Supported Browsers and Email Clients,"Ensure that only fully supported web browsers and email clients are allowed to execute in the organization, ideally only using the latest version of the browsers and email clients provided by the vendor."
7,7,Use DNS Filtering Services,Use Domain Name System (DNS) filtering services to help block access to known malicious domains.
8,2,Ensure Anti-Malware Software and Signatures are Updated,Ensure that the organization's anti-malware software updates its scanning engine and signature database on a regular basis.
8,4,Configure Anti-Malware Scanning of Removable Media,Configure devices so that they automatically conduct an anti-malware scan of removable media when inserted or connected.
8,5,Configure Devices to Not Auto-run Content,Configure devices to not auto-run content from removable media.
9,4,Apply Host-based Firewalls or Port Filtering,"Apply host-based firewalls or port filtering tools on end systems, with a default-deny rule that drops all traffic except those services and ports that are explicitly allowed."
10,1,Ensure Regular Automated Backups,Ensure that all system data is automatically backed up on regular basis.
10,2,Perform Complete System Backups,"Ensure that all of the organization's key systems are backed up as a complete system, through processes such as imaging, to enable the quick recovery of an entire system."
10,4,Protect Backups,"Ensure that backups are properly protected via physical security or encryption when they are stored, as well as when they are moved across the network. This includes remote backups and cloud services."
10,5,Ensure All Backups Have at Least One Offline Backup Destination,"Ensure that all backups have at least one offline (i.e., not accessible via a network connection) backup destination."
11,4,Install the Latest Stable Version of Any Security-related Updates on All Network Devices,Install the latest stable version of any security-related updates on all network devices.
12,1,Maintain an Inventory of Network Boundaries,Maintain an up-to-date inventory of all of the organization's network boundaries.
12,4,Deny Communication over Unauthorized Ports,Deny communication over unauthorized TCP or UDP ports or application traffic to ensure that only authorized protocols are allowed to cross the network boundary in or out of the network at each of the organization's network boundaries.
